Date,Symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-30,^GSPC,3736.18994140625,3744.6298828125,3730.2099609375,3732.0400390625,3145200000,0,0
2020-12-31,^GSPC,3733.27001953125,3760.199951171875,3726.8798828125,3756.070068359375,3172510000,0,0
2021-01-04,^GSPC,3764.610107421875,3769.989990234375,3662.7099609375,3700.64990234375,5006680000,0,0
2021-01-05,^GSPC,3698.02001953125,3737.830078125,3695.070068359375,3726.860107421875,4582620000,0,0
2021-01-06,^GSPC,3712.199951171875,3783.0400390625,3705.340087890625,3748.139892578125,6049970000,0,0
2021-01-07,^GSPC,3764.7099609375,3811.550048828125,3764.7099609375,3803.7900390625,5080870000,0,0
2021-01-08,^GSPC,3815.050048828125,3826.68994140625,3783.60009765625,3824.679931640625,4764180000,0,0
2021-01-11,^GSPC,3803.139892578125,3817.860107421875,3789.02001953125,3799.610107421875,4450500000,0,0
2021-01-12,^GSPC,3801.6201171875,3810.780029296875,3776.510009765625,3801.18994140625,4977210000,0,0
2021-01-13,^GSPC,3802.22998046875,3820.9599609375,3791.5,3809.840087890625,4590420000,0,0
2021-01-14,^GSPC,3814.97998046875,3823.60009765625,3792.860107421875,3795.5400390625,5180140000,0,0
2021-01-15,^GSPC,3788.72998046875,3788.72998046875,3749.6201171875,3768.25,5353060000,0,0
2021-01-19,^GSPC,3781.8798828125,3804.530029296875,3780.3701171875,3798.909912109375,4982940000,0,0
2021-01-20,^GSPC,3816.219970703125,3859.75,3816.219970703125,3851.85009765625,4551790000,0,0
2021-01-21,^GSPC,3857.4599609375,3861.449951171875,3845.050048828125,3853.070068359375,4484460000,0,0
2021-01-22,^GSPC,3844.239990234375,3852.31005859375,3830.409912109375,3841.469970703125,5080430000,0,0
2021-01-25,^GSPC,3851.679931640625,3859.22998046875,3797.159912109375,3855.360107421875,6955860000,0,0
2021-01-26,^GSPC,3862.9599609375,3870.89990234375,3847.780029296875,3849.6201171875,6029090000,0,0
2021-01-27,^GSPC,3836.830078125,3836.830078125,3732.47998046875,3750.77001953125,9878040000,0,0
2021-01-28,^GSPC,3755.75,3830.5,3755.75,3787.3798828125,6937960000,0,0
2021-01-29,^GSPC,3778.050048828125,3778.050048828125,3694.1201171875,3714.239990234375,6612570000,0,0
